Title,Note,URL,Comment
Yifang Taiwan Fruit Tea,,https://www.google.com/maps/place/Yifang+Taiwan+Fruit+Tea/data=!4m2!3m1!1s0x808581af3a3007ed:0x600c14dc44a8e549,
Sisterita,brunch,https://www.google.com/maps/place/Sisterita/data=!4m2!3m1!1s0x8085813f231867e1:0x2facc9de1295bdc3,
The View Lounge,,https://www.google.com/maps/place/The+View+Lounge/data=!4m2!3m1!1s0x8085808639dc9f65:0x9fbc24b00edb279f,
Saigon Sandwich,,https://www.google.com/maps/place/Saigon+Sandwich/data=!4m2!3m1!1s0x80858090bbc47a63:0x7063ea9d84d428dc,
Osmanthus Dim Sum Lounge,,https://www.google.com/maps/place/Osmanthus+Dim+Sum+Lounge/data=!4m2!3m1!1s0x8085811cc234640f:0x4b114a32c8d66bbf,
Lao Table,,https://www.google.com/maps/place/Lao+Table/data=!4m2!3m1!1s0x8085807d28503a97:0x3cddb98ba588e1c5,
Il Canto Cafe,,https://www.google.com/maps/place/Il+Canto+Cafe/data=!4m2!3m1!1s0x80858061c5d489e5:0x3661b4ab0b9cf6f2,
Anomaly SF,,https://www.google.com/maps/place/Anomaly+SF/data=!4m2!3m1!1s0x80858184ff022515:0x68d8b817285400e8,
Fournée Bakery,,https://www.google.com/maps/place/Fourn%C3%A9e+Bakery/data=!4m2!3m1!1s0x80857dc98d533899:0x60fef463b483303c,
Thorough Bread & Pastry,,https://www.google.com/maps/place/Thorough+Bread+%26+Pastry/data=!4m2!3m1!1s0x808f7f1753390e89:0xd0541d481d68c44c,
Maison Nico,,https://www.google.com/maps/place/Maison+Nico/data=!4m2!3m1!1s0x8085808ac9449027:0x115ef83bfda678d9,
Kiss of Matcha,,https://www.google.com/maps/place/Kiss+of+Matcha/data=!4m2!3m1!1s0x808587f5e6db9e5f:0x57c0863d2fa0d244,
Copra,,https://www.google.com/maps/place/Copra/data=!4m2!3m1!1s0x808581a403631d1b:0x1bf43aadb575c02c,
Berber,,https://www.google.com/maps/place/Berber/data=!4m2!3m1!1s0x8085805fe8a3c38f:0xc741a15eecb2b080,
Aphotic,,https://www.google.com/maps/place/Aphotic/data=!4m2!3m1!1s0x808f7e275c655555:0xd74322f4c93e961,
Bar Sprezzatura,,https://www.google.com/maps/place/Bar+Sprezzatura/data=!4m2!3m1!1s0x808581ce0c2e4d53:0xa0e2269db9a593fd,
State Bird Provisions,,https://www.google.com/maps/place/State+Bird+Provisions/data=!4m2!3m1!1s0x808580b9a406b943:0x696de890da9ee029,
The Felix,,https://www.google.com/maps/place/The+Felix/data=!4m2!3m1!1s0x8085814d1edd8cb9:0x186cbbb980e28330,
Pho 2000,,https://www.google.com/maps/place/Pho+2000/data=!4m2!3m1!1s0x808581c399e97b9f:0x91b4a82dd99c3a58,
Choux,,https://www.google.com/maps/place/Choux/data=!4m2!3m1!1s0x808580a6cf0e5379:0xf10dc2a2496ece5d,
Le Marais Bakery,,https://www.google.com/maps/place/Le+Marais+Bakery/data=!4m2!3m1!1s0x808581df6384d997:0xd4d2f7379997dc62,
Sweet Glory,,https://www.google.com/maps/place/Sweet+Glory/data=!4m2!3m1!1s0x808581d15cb446b5:0x5fa48a5b7adfee3e,
Petit Crenn,,https://www.google.com/maps/place/Petit+Crenn/data=!4m2!3m1!1s0x808580a24ebd26c5:0xc7a313e9a79e5ae2,
Gao Viet Kitchen,,https://www.google.com/maps/place/Gao+Viet+Kitchen/data=!4m2!3m1!1s0x8085872470ab1ffb:0xbda5fb88a30409d2,
Asha Tea House,,https://www.google.com/maps/place/Asha+Tea+House/data=!4m2!3m1!1s0x808580885a8ca2dd:0xbdd47534d9dcd298,
