Title,Note,URL,Comment
Marvel Cake,,https://www.google.com/maps/place/Marvel+Cake/data=!4m2!3m1!1s0x808e356f486e5a85:0x31f1525057a7639d,
CA Bakehouse,,https://www.google.com/maps/place/CA+Bakehouse/data=!4m2!3m1!1s0x808fcdcb1ffc0977:0xdf70fdda851c51fe,
Gombei,,https://www.google.com/maps/place/Gombei/data=!4m2!3m1!1s0x808fcc84948059bd:0x4a116f71efafaaa3,
Pastelaria Adega,,https://www.google.com/maps/place/Pastelaria+Adega/data=!4m2!3m1!1s0x808fcd3da8a89b23:0xa1db0162f1055b0c,
Ilbunjee(#1 Restaurant),,https://www.google.com/maps/place/Ilbunjee(%231+Restaurant)/data=!4m2!3m1!1s0x808fca40d9249dd1:0xfb96e0010f8854b3,
JangTu Restaurant,,https://www.google.com/maps/place/JangTu+Restaurant/data=!4m2!3m1!1s0x808fb5ef80134c3d:0x49c52b6ec2ca94bf,
Obok Restaurant,,https://www.google.com/maps/place/Obok+Restaurant/data=!4m2!3m1!1s0x808fca0d779a00cf:0xd116a2bb78c3c3a6,
Seorai Korean Bbq,,https://www.google.com/maps/place/Seorai+Korean+Bbq/data=!4m2!3m1!1s0x808fcbf2b23ed8cb:0x663b31677542c094,
Duc Huong Sandwiches,,https://www.google.com/maps/place/Duc+Huong+Sandwiches/data=!4m2!3m1!1s0x808fcd06c24a49b9:0xa4d3fb5c7b0e7fb8,
Shang Cafe San Jose,,https://www.google.com/maps/place/Shang+Cafe+San+Jose/data=!4m2!3m1!1s0x808fb50e4a81e871:0x2e3423051e3f273e,
Hunan Impression,,https://www.google.com/maps/place/Hunan+Impression/data=!4m2!3m1!1s0x808fb560116b8d97:0x9bf8e4be74676ef6,
Anton SV Pâtisserie,,https://www.google.com/maps/place/Anton+SV+P%C3%A2tisserie/data=!4m2!3m1!1s0x808fcbf97ef74df7:0x639fb29382208d07,
Croissante,,https://www.google.com/maps/place/Croissante/data=!4m2!3m1!1s0x808fcb56f9a1b6cf:0x6bb41536a7d4d03f,
Fu Niu Tang Noodle Talk,,https://www.google.com/maps/place/Fu+Niu+Tang+Noodle+Talk/data=!4m2!3m1!1s0x808fb663e2b5af25:0x502198f0506377eb,
Taiwan Cafe,,https://www.google.com/maps/place/Taiwan+Cafe/data=!4m2!3m1!1s0x808fc8d0e249642f:0xd3d932e51788869b,
The Midwife and The Baker,,https://www.google.com/maps/place/The+Midwife+and+The+Baker/data=!4m2!3m1!1s0x808fbb2fac6314c3:0x8c955070ec031699,
Top Dumpling,,https://www.google.com/maps/place/Top+Dumpling/data=!4m2!3m1!1s0x808fb7ba3a117031:0x6ba604e35ece82d4,
Milk Belly Bakery,,https://www.google.com/maps/place/Milk+Belly+Bakery/data=!4m2!3m1!1s0x808fcb1f76410ae1:0x6dcbc5f89e1e195f,
