placeId,name,address,latitude,longitude
ChIJw2lMFL9ZwokRosAtly52YX4,Chelsea Market,"75 9th Ave, New York, NY 10011, USA",40.7424396,-74.0061439
ChIJgx-LUDlZwokRN6_WQwx4WEc,Mercado Little Spain,"10 Hudson Yards, New York, NY 10001, USA",40.752918099999995,-74.0018896
ChIJsTmHXltZwokRXisc2lNWYrE,Thirteen Water,"208 E 7th St, New York, NY 10009, USA",40.7243157,-73.97999759999999
ChIJF1mkwpxZwokRLSwkdI11UfQ,Setsugekka East Village,"74 E 7th St, New York, NY 10003, USA",40.7272707,-73.9866389
ChIJDyCs8UNZwokRaNcdvn_c6jU,Librae Bakery,"35 Cooper Sq, New York, NY 10003, USA",40.728118599999995,-73.99075239999999
ChIJoWQIeZxZwokRwkS9fNOEdps,Mango Mango Artisan Lab,"23 St Marks Pl, New York, NY 10003, USA",40.7292093,-73.9886257
ChIJmcr2IF9ZwokRr-u_-UTxju4,Wenwen,"1025 Manhattan Ave, Brooklyn, NY 11222, USA",40.7339858,-73.955158
ChIJKbjLf5xZwokRYa6BYJg0Xns,886,"26 St Marks Pl, New York, NY 10003, USA",40.7287968,-73.9887127
ChIJQ-qLx5ZZwokRaM1CC9H0Ii8,Culture An American Yogurt Company & Juice Bar by Culture,"60 W 8th St, New York, NY 10011, USA",40.7333296,-73.99915829999999
ChIJ04qK9Y1ZwokRgw_VSJz_lAY,Song' E Napule,"132 W Houston St, New York, NY 10012, USA",40.727921599999995,-74.0014088
ChIJCar0f49ZwokR6ozLV-dHNTE,Katz's Delicatessen,"205 E Houston St, New York, NY 10002, USA",40.722232999999996,-73.98742899999999
ChIJjzU486hZwokRR1xdL_9PWPU,Osamil,"5 W 31st St, New York, NY 10001, USA",40.746961,-73.9864309
ChIJ5-ZTbqhZwokROw_GJzQx1dw,Take 31,"15 E 31st St, New York, NY 10016, USA",40.7462777,-73.9848246
ChIJPw03jalZwokRmsrs0PAc1bo,Yoon Haeundae Galbi,"8 W 36th St. Unit 245, New York, NY 10018, USA",40.7499624,-73.98445509999999
