placeId,name,address,latitude,longitude
ChIJEWi7gxrHj4ARlV0I7B87sVo,Osaka Marketplace,"46881 Warm Springs Blvd, Fremont, CA 94539, USA",37.4880536,-121.93068939999999
ChIJG0vCs--wj4AR-NyALH6gIW8,Satura Cakes,"200 Main St, Los Altos, CA 94022, USA",37.3788948,-122.11587519999998
ChIJFykJqHTHyIARsK4n-oDjESs,四姐 Special Noodle,"4821 W Spring Mountain Rd Suite G, Las Vegas, NV 89103, USA",36.1249634,-115.2076233
ChIJZXIcnPPKj4ARtdNo8ZQce2A,Leichi,"246 Saratoga Ave, Santa Clara, CA 95050, USA",37.329688399999995,-121.96678659999999
ChIJf_bpsXe1j4ARDxlMFkjY_n0,Bar Bon Mot,"19429 Stevens Creek Blvd, Cupertino, CA 95014, USA",37.324059999999996,-122.01007919999999
ChIJFYGLjhbJj4ARTyNdLg-uvkU,Sushi Adachi,"668 Barber Ln, Milpitas, CA 95035, USA",37.419429099999995,-121.91567899999998
ChIJhVpuSG81joARnWOnV1BS8TE,Marvel Cake,"1614 W Campbell Ave, Campbell, CA 95008, USA",37.2850275,-121.97947590000001
ChIJdwn8H8vNj4AR_lEchdr9cN8,CA Bakehouse,"979 Story Rd Unit 7066, San Jose, CA 95122, USA",37.3316009,-121.85738239999999
ChIJGRSN3gNZwokRI7SjrWSeni8,Omusubi Gonbei,"370 Lexington Ave, New York, NY 10017, USA",40.7508931,-73.9771112
ChIJI5uoqD3Nj4ARDFsF8WIB26E,Pastelaria Adega,"30 E Santa Clara St #130, San Jose, CA 95113, USA",37.336373099999996,-121.88981329999999
ChIJ0Z0k2UDKj4ARs1SIDwHglvs,Ilbunjee(#1 Restaurant),"2325 El Camino Real, Santa Clara, CA 95050, USA",37.352849299999995,-121.96543770000001
ChIJPUwTgO-1j4ARv5TKwm4rxUk,JangTu Restaurant,"1012 E El Camino Real, Sunnyvale, CA 94087, USA",37.3515833,-122.0065611
ChIJzwCadw3Kj4ARpsPDeLuiFtE,Obok Restaurant,"3072 El Camino Real, Santa Clara, CA 95051, USA",37.3516899,-121.98207590000001
ChIJy9g-svLLj4ARlMBCdWcxO2Y,Seorai Korean Bbq,"3044 El Camino Real, Santa Clara, CA 95051, USA",37.351984,-121.98157900000001
ChIJNbwnuSrNj4ARzmYyRInamkw,Duc Huong Sandwiches,"1020 Story Rd # C, San Jose, CA 95122, USA",37.3314253,-121.8549563
ChIJceiBSg61j4ARPic_HgUjNC4,Shang Cafe San Jose,"6154 Bollinger Rd, San Jose, CA 95129, USA",37.3086802,-122.012402
ChIJl41rEWC1j4AR9m5ndL7k-Js,Hunan Impression,"5152 Moorpark Ave #30, San Jose, CA 95129, USA",37.308916499999995,-121.99382699999998
ChIJ9033fvnLj4ARB40ggpOyn2M,Anton,"1969 O'Toole Way, San Jose, CA 95131, USA",37.384701,-121.90736050000001
ChIJz7ah-VbLj4ARP9DUpzYVtGs,Croissante,"2908 El Camino Real #100, Santa Clara, CA 95051, USA",37.351616199999995,-121.97896460000001
ChIJJa-14mO2j4AR63djUPCYIVA,Fu Niu Tang Noodle Talk,"711 Sunnyvale Saratoga Rd, Sunnyvale, CA 94087, USA",37.3676245,-122.03359719999999
ChIJTSmY-c9ZwokReGkNhfmGmL8,8090 Taiwanese Food,"638 Lexington Ave, New York, NY 10022, USA",40.7592511,-73.970623
ChIJwxRjrC-7j4ARmRYD7HBQlYw,The Midwife and The Baker,"846 Independence Ave, Mountain View, CA 94043, USA",37.416474,-122.09763869999999
ChIJFZ6BFJ1ZwokR5gGXJF4XVug,Dumpling Man NY,"100 St Marks Pl #7, New York, NY 10009, USA",40.727235199999996,-73.9847297
ChIJ4QpBdh_Lj4ARXxkenvjFy20,Milk Belly Bakery,"30 E Santa Clara St #110, San Jose, CA 95113, USA",37.3363432,-121.8899336
